folio,ano,fondo,region,alcance,razon_social,nombre_fantasia,rut,estado_sira,cuotas_declaradas,monto_garantia,acto_admin_numero,carpeta_folio,convenio_pdf,acto_admin_pdf,certificado_pdf,voucher_pdf,rendicion_pdf,garantia_pdf,confianza_convenio,confianza_acto,confianza_certificado,confianza_voucher,confianza_rendicion,confianza_garantia,n_archivos_encontrados,observaciones,estado_carga
75758,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES CONGRESO SPA,COMUNICACIONES CONGRESO SPA,76008665-7,Borrador,1,3600000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA/Convenio - 75758.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA/Resolución - 75758.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76008665_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA/Egreso - 75758.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA/Rendición - 75758.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/75758 - COMUNICACIONES CONGRESO SPA/Garantía - 75758.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77380,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L.,COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L.,76158321-2,Borrador,1,3900000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77380 - COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77380 - COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L./Convenio - 77380.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77380 - COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L./Resolución - 77380.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76158321_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77380 - COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L./Egreso - 77380.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77380 - COMUNICACIONES MIGUEL ACUÑA VICENCIO E.I.R.L./Rendición - 77380.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
71206,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES VÍCTOR DELGADO E.I.R.L.,COMUNICACIONES VÍCTOR DELGADO E.I.R.L.,77201487-2,Borrador,1,3989970,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L./Convenio - 71206.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L./Resolución - 71206.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_77201487_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L./Egreso - 71206.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L./Rendición - 71206.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71206 - COMUNICACIONES VÍCTOR DELGADO E.I.R.L./Garantía - 71206.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
76841,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L,COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L,76620609-3,Borrador,1,3914921,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L/Convenio - 76841.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L/Resolución - 76841.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76620609_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L/Egreso - 76841.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L/Rendición - 76841.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/76841 - COMUNICACIONES Y EDICIONES ANGELICA MARIA VERA SILVA E.I.R.L/Garantía - 76841.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
70905,2023,FFMCS,VALPARAÍSO,REGIONAL,COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L,COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L,76508856-9,Borrador,1,3783580,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L/Convenio - 70905.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L/Resolución - 70905.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76508856_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L/Egreso - 70905.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L/Rendición - 70905.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70905 - COMUNICACIONES Y EVENTOS MARCOS ANTONIO ZAMORA RODRIGUEZ E.I.R.L/Garantía - 70905.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77125,2023,FFMCS,VALPARAÍSO,REGIONAL,LEDEZMA QUEZADA COMUNICACIONES SPA,LEDEZMA QUEZADA COMUNICACIONES SPA,77097344-9,Borrador,1,3596293,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA/Convenio - 77125.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA/Resolución - 77125.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_77097344_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA/Egreso - 77125.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA/Rendición - 77125.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77125 - LEDEZMA QUEZADA COMUNICACIONES SPA/Garantía - 77125.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74148,2023,FFMCS,VALPARAÍSO,REGIONAL,LQE SPA,LQE SPA,76758456-3,Borrador,1,3650000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74148 - LQE SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74148 - LQE SPA/Convenio - 74148.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74148 - LQE SPA/Resolución - 74148.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76758456_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74148 - LQE SPA/Egreso - 74148.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74148 - LQE SPA/Rendición - 74148.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
77437,2023,FFMCS,VALPARAÍSO,REGIONAL,OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L.,OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L.,76043423-K,Borrador,1,4000000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77437 - OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77437 - OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L./Convenio - 77437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77437 - OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L./Resolución - 77437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76043423_K.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77437 - OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L./Egreso - 77437.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77437 - OMAR FERNANDO VEAS ROJAS RADIOFISUSION E.I.R.L./Rendición - 77437.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
70245,2023,FFMCS,VALPARAÍSO,REGIONAL,PRELUDIO COMUNICACIONES E.I.R.L.,PRELUDIO COMUNICACIONES E.I.R.L.,76263482-1,Borrador,1,3930520,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70245 - PRELUDIO COMUNICACIONES E.I.R.L.,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70245 - PRELUDIO COMUNICACIONES E.I.R.L./Convenio - 70245.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70245 - PRELUDIO COMUNICACIONES E.I.R.L./Resolución - 70245.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76263482_1.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70245 - PRELUDIO COMUNICACIONES E.I.R.L./Egreso - 70245.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/70245 - PRELUDIO COMUNICACIONES E.I.R.L./Rendición - 70245.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
72699,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL,RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL,77150754-9,Borrador,1,3997640,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL/Convenio - 72699.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL/Resolución - 72699.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_77150754_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL/Egreso - 72699.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL/Rendición - 72699.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72699 - RADIO DIGITAL VISTAMAR CLAUDIO ESTEBAN ROSAS LEON EIRL/Garantía - 72699.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77003,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIO RECREO SPA,RADIO RECREO SPA,76897857-3,Borrador,1,3656753,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA/Convenio - 77003.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA/Resolución - 77003.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76897857_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA/Egreso - 77003.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA/Rendición - 77003.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77003 - RADIO RECREO SPA/Garantía - 77003.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
74926,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIO UNICA LIMITADA,RADIO UNICA LIMITADA,76440040-2,Borrador,1,4000000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74926 - RADIO UNICA LIMITADA,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74926 - RADIO UNICA LIMITADA/Convenio - 74926.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74926 - RADIO UNICA LIMITADA/Resolución - 74926.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76440040_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74926 - RADIO UNICA LIMITADA/Egreso - 74926.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/74926 - RADIO UNICA LIMITADA/Rendición - 74926.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
77492,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL,RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL,76040067-k,Borrador,1,3960000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL/Convenio - 77492.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL/Resolución - 77492.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76040067_K.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL/Egreso - 77492.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL/Rendición - 77492.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77492 - RADIODIFUSION ADRIAN ESCOBAR ARAVENA EIRL/Garantía - 77492.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
77821,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L,RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L,76391622-7,Borrador,1,3960000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L/Convenio - 77821.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L/Resolución - 77821.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76391622_7.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L/Egreso - 77821.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L/Rendición - 77821.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77821 - RADIODIFUSION VERONICA DEL CARMEN SOLORZA VICENCIO E.I.R.L/Garantía - 77821.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
71909,2023,FFMCS,VALPARAÍSO,REGIONAL,RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L,RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L,76793316-9,Borrador,1,5462218,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L/Convenio - 71909.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L/Resolución - 71909.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76793316_9.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L/Egreso - 71909.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L/Rendición - 71909.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/71909 - RADIODIFUSORA HERNAN OSVALDO PULGAR AGUILERA E.I.R.L/Garantía - 71909.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
72589,2023,FFMCS,VALPARAÍSO,REGIONAL,RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L,RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L,76401962-8,Borrador,1,3991180,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L/Convenio - 72589.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L/Resolución - 72589.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76401962_8.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L/Egreso - 72589.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L/Rendición - 72589.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/72589 - RODRIGO ALEJANDRO BERNAL CÁCERES E.I.R.L/Garantía - 72589.pdf,ALTA,ALTA,ALTA,ALTA,ALTA,ALTA,6,OK,
73226,2023,FFMCS,VALPARAÍSO,REGIONAL,SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL,SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL,76959234-2,Borrador,1,3600000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73226 - SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73226 - SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL/Convenio - 73226.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73226 - SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL/Resolución - 73226.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_76959234_2.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73226 - SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL/Egreso - 73226.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/73226 - SERVICIOS E INVERSIONES PEDRO HUGO ARELLANO CARVAJAL EIRL/Rendición - 73226.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
77263,2023,FFMCS,VALPARAÍSO,REGIONAL,SOCIEDAD CERRO GRANDE,SOCIEDAD CERRO GRANDE,78978290-3,Borrador,1,4000000,1483,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77263 - SOCIEDAD CERRO GRANDE,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77263 - SOCIEDAD CERRO GRANDE/Convenio - 77263.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77263 - SOCIEDAD CERRO GRANDE/Resolución - 77263.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-SUBIR/Registro de Colaboradores del Estado - Registros 19862/certificado_78978290_3.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77263 - SOCIEDAD CERRO GRANDE/Egreso - 77263.pdf,/home/bgcorrea/personal/workspace/caigg/sira-bot/ARCHIVOS-NORMALIZADOS/77263 - SOCIEDAD CERRO GRANDE/Rendición - 77263.pdf,,ALTA,ALTA,ALTA,ALTA,ALTA,,5,OK,
