fuente,ruta_completa,ruta_relativa,nombre_archivo,extension,tamano_kb,folio_principal,folios_multiples,n_folios_detectados,categoria,folio_match,n_matches
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\DOCUEMNTACION CIERRE FINANCIERO.pdf,05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\DOCUEMNTACION CIERRE FINANCIERO.pdf,DOCUEMNTACION CIERRE FINANCIERO.pdf,.pdf,378.8,58737,,1,rendicion,58737,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\EQUIPAMIENTO.pdf,05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\EQUIPAMIENTO.pdf,EQUIPAMIENTO.pdf,.pdf,317.6,58737,,1,rendicion,58737,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,1015.9,58737,,1,rendicion,58737,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 58737- COMITE NUEVO RENACER (CERRADO)\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,223.3,58737,,1,rendicion,58737,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\DOCUMENTOS FINANCIERO.pdf,05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\DOCUMENTOS FINANCIERO.pdf,DOCUMENTOS FINANCIERO.pdf,.pdf,337.1,58808,,1,rendicion,58808,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,861.6,58808,,1,rendicion,58808,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,217.4,58808,,1,rendicion,58808,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\OERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 58808- JUNTA DE VECINOS UNION Y PROGRESO POBLACION RAFAEL TORREBLANCA (CERRADO)\OERACION Y DIFUSION.pdf,OERACION Y DIFUSION.pdf,.pdf,191.5,58808,,1,rendicion,58808,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\DOCUMENTOS FINANCIEROS.pdf,05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\DOCUMENTOS FINANCIEROS.pdf,DOCUMENTOS FINANCIEROS.pdf,.pdf,387.8,58813,,1,rendicion,58813,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,935.6,58813,,1,rendicion,58813,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,204.2,58813,,1,rendicion,58813,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\OPERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 58813-JUNTA DE VECINOS ESTACION PAIPOTE (CERRADO)\OPERACION Y DIFUSION.pdf,OPERACION Y DIFUSION.pdf,.pdf,1632.5,58813,,1,rendicion,58813,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\CARTA DE OBSERVACION N°1.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\CARTA DE OBSERVACION N°1.pdf,CARTA DE OBSERVACION N°1.pdf,.pdf,86.0,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\DOCUMENTOS FINANCIEROS.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\DOCUMENTOS FINANCIEROS.pdf,DOCUMENTOS FINANCIEROS.pdf,.pdf,380.9,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\EQUIPAMIENTO.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\EQUIPAMIENTO.pdf,EQUIPAMIENTO.pdf,.pdf,228.8,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,723.4,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,46.1,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\OPERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 58822- JUNTA DE VECINOS AMPLIACION PAIPOTE (CERRADO)\OPERACION Y DIFUSION.pdf,OPERACION Y DIFUSION.pdf,.pdf,194.9,58822,,1,rendicion,58822,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Documentación Financiera05-01-2023-103727.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Documentación Financiera05-01-2023-103727.pdf,Documentación Financiera05-01-2023-103727.pdf,.pdf,530.3,,"58844,103727",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Equipamiento05-01-2023-102113.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Equipamiento05-01-2023-102113.pdf,Equipamiento05-01-2023-102113.pdf,.pdf,225.2,,"58844,102113",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Formulario de Rendición  05-01-2023-103453.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Formulario de Rendición  05-01-2023-103453.pdf,Formulario de Rendición  05-01-2023-103453.pdf,.pdf,761.8,,"58844,103453",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Honorario05-01-2023-102212.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Honorario05-01-2023-102212.pdf,Honorario05-01-2023-102212.pdf,.pdf,49.9,,"58844,102212",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Operación y Difusión05-01-2023-101915.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Operación y Difusión05-01-2023-101915.pdf,Operación y Difusión05-01-2023-101915.pdf,.pdf,497.1,,"58844,101915",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Reintegro05-01-2023-103639.pdf,05. Atacama\12. Cierre\FOLIO 58844 JUNTA DE VECINOS VILLA ESPERANZA II  (CERRADO)\Reintegro05-01-2023-103639.pdf,Reintegro05-01-2023-103639.pdf,.pdf,126.0,,"103639,58844",2,rendicion,58844,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Carta de Observación 05-01-2023-131214.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Carta de Observación 05-01-2023-131214.pdf,Carta de Observación 05-01-2023-131214.pdf,.pdf,90.7,,"131214,58939",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Documentación Financiera05-01-2023-131013.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Documentación Financiera05-01-2023-131013.pdf,Documentación Financiera05-01-2023-131013.pdf,.pdf,377.1,,"131013,58939",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Equipamiento05-01-2023-114628.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Equipamiento05-01-2023-114628.pdf,Equipamiento05-01-2023-114628.pdf,.pdf,254.9,,"114628,58939",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Formulario de Rendición05-01-2023-114748.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Formulario de Rendición05-01-2023-114748.pdf,Formulario de Rendición05-01-2023-114748.pdf,.pdf,700.0,,"58939,114748",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Honorario05-01-2023-114715.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Honorario05-01-2023-114715.pdf,Honorario05-01-2023-114715.pdf,.pdf,47.7,,"58939,114715",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Operación y Difusión05-01-2023-114319.pdf,05. Atacama\12. Cierre\FOLIO 58939 - UNION COMUNAL DE JUNTAS DE VECINOS CANDELARIA GONEYECHEA  (CERRADO)\Operación y Difusión05-01-2023-114319.pdf,Operación y Difusión05-01-2023-114319.pdf,.pdf,1053.1,,"58939,114319",2,rendicion,58939,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\EQUIPAMIENTO.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\EQUIPAMIENTO.pdf,EQUIPAMIENTO.pdf,.pdf,346.0,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,794.7,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,235.2,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\OPERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\OPERACION Y DIFUSION.pdf,OPERACION Y DIFUSION.pdf,.pdf,1365.3,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\RECEPCION RENDICION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\RECEPCION RENDICION FINANCIERA.pdf,RECEPCION RENDICION FINANCIERA.pdf,.pdf,167.0,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\REINTEGRO.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\REINTEGRO.pdf,REINTEGRO.pdf,.pdf,118.7,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\REVISION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 58967- JUNTA DE VECINOS VILLA EL TAMBO\REVISION FINANCIERA.pdf,REVISION FINANCIERA.pdf,.pdf,129.8,58967,,1,rendicion,58967,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Documentación Financiera04-01-2023-175023.pdf,05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Documentación Financiera04-01-2023-175023.pdf,Documentación Financiera04-01-2023-175023.pdf,.pdf,364.2,,"175023,59440",2,rendicion,59440,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Formulario Rendición04-01-2023-174745.pdf,05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Formulario Rendición04-01-2023-174745.pdf,Formulario Rendición04-01-2023-174745.pdf,.pdf,801.5,,"174745,59440",2,rendicion,59440,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Honorario04-01-2023-174710.pdf,05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Honorario04-01-2023-174710.pdf,Honorario04-01-2023-174710.pdf,.pdf,55.2,,"174710,59440",2,rendicion,59440,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Operación y Difusión04-01-2023-174341.pdf,05. Atacama\12. Cierre\FOLIO 59440 CLUB ADULTO MAYOR DESIERTO FLORIDO SAN PEDRO  (CERRADO)\Operación y Difusión04-01-2023-174341.pdf,Operación y Difusión04-01-2023-174341.pdf,.pdf,1655.9,,"174341,59440",2,rendicion,59440,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\EQUIPAMIENTO.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\EQUIPAMIENTO.pdf,EQUIPAMIENTO.pdf,.pdf,55.7,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\FORMULARIO DE RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\FORMULARIO DE RENDICION.pdf,FORMULARIO DE RENDICION.pdf,.pdf,791.4,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\HONORARIOS.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\HONORARIOS.pdf,HONORARIOS.pdf,.pdf,54.4,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\MEDIOS DE VERIFICACION.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\MEDIOS DE VERIFICACION.pdf,MEDIOS DE VERIFICACION.pdf,.pdf,4250.4,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\OPERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\OPERACION Y DIFUSION.pdf,OPERACION Y DIFUSION.pdf,.pdf,1049.9,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\RECEPCION REVISION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\RECEPCION REVISION FINANCIERA.pdf,RECEPCION REVISION FINANCIERA.pdf,.pdf,178.1,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\REVISION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 59667- JUNTA DE VECINOS LA ESTRELLA\REVISION FINANCIERA.pdf,REVISION FINANCIERA.pdf,.pdf,151.0,59667,,1,rendicion,59667,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\EQUIPAMIENTO.pdf,05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\EQUIPAMIENTO.pdf,EQUIPAMIENTO.pdf,.pdf,100.2,59960,,1,rendicion,59960,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\FORMULARIO RENDICION.pdf,05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\FORMULARIO RENDICION.pdf,FORMULARIO RENDICION.pdf,.pdf,5331.4,59960,,1,rendicion,59960,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\OPERACION Y DIFUSION.pdf,05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\OPERACION Y DIFUSION.pdf,OPERACION Y DIFUSION.pdf,.pdf,727.5,59960,,1,rendicion,59960,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\RECEPCION RENDICION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\RECEPCION RENDICION FINANCIERA.pdf,RECEPCION RENDICION FINANCIERA.pdf,.pdf,174.6,59960,,1,rendicion,59960,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\REVISION FINANCIERA.pdf,05. Atacama\12. Cierre\FOLIO 59960- JUNTA DE VECINOS N°10 HUASCO III\REVISION FINANCIERA.pdf,REVISION FINANCIERA.pdf,.pdf,127.1,59960,,1,rendicion,59960,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Carta de observación  Nro 104-01-2023-150336.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Carta de observación  Nro 104-01-2023-150336.pdf,Carta de observación  Nro 104-01-2023-150336.pdf,.pdf,84.4,,"60037,150336",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Documentos Financieros04-01-2023-145826.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Documentos Financieros04-01-2023-145826.pdf,Documentos Financieros04-01-2023-145826.pdf,.pdf,367.9,,"145826,60037",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Formulario de Rendición04-01-2023-144850.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Formulario de Rendición04-01-2023-144850.pdf,Formulario de Rendición04-01-2023-144850.pdf,.pdf,756.0,,"144850,60037",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Honorarios04-01-2023-144122.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Honorarios04-01-2023-144122.pdf,Honorarios04-01-2023-144122.pdf,.pdf,719.1,,"144122,60037",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Operación y Difusión04-01-2023-143215.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Operación y Difusión04-01-2023-143215.pdf,Operación y Difusión04-01-2023-143215.pdf,.pdf,1398.9,,"60037,143215",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Planilla de movilazaci9n04-01-2023-144310.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Planilla de movilazaci9n04-01-2023-144310.pdf,Planilla de movilazaci9n04-01-2023-144310.pdf,.pdf,69.6,,"144310,60037",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Reintegro04-01-2023-150452.pdf,05. Atacama\12. Cierre\FOLIO 60037 JUNTA DE VECINOS LA MARQUEZA  (CERRADO)\Reintegro04-01-2023-150452.pdf,Reintegro04-01-2023-150452.pdf,.pdf,369.3,,"60037,150452",2,rendicion,60037,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Carta de Observación 11-11-2022-161233 (3).pdf,05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Carta de Observación 11-11-2022-161233 (3).pdf,Carta de Observación 11-11-2022-161233 (3).pdf,.pdf,69.5,,"161233,60121",2,rendicion,60121,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Carta de Requerimiento 22-11-2022-120016 (1).pdf,05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Carta de Requerimiento 22-11-2022-120016 (1).pdf,Carta de Requerimiento 22-11-2022-120016 (1).pdf,.pdf,97.3,,"120016,60121",2,rendicion,60121,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Documentación Financiera04-01-2023-170307.pdf,05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Documentación Financiera04-01-2023-170307.pdf,Documentación Financiera04-01-2023-170307.pdf,.pdf,381.5,,"170307,60121",2,rendicion,60121,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Equipamiento04-01-2023-154947.pdf,05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Equipamiento04-01-2023-154947.pdf,Equipamiento04-01-2023-154947.pdf,.pdf,149.7,,"154947,60121",2,rendicion,60121,1
convenios,D:\Downloads\convenios y cierres\05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Formulario de Rendición04-01-2023-165349.pdf,05. Atacama\12. Cierre\FOLIO 60121 JUNTA VECINAL VENTANA  (CERRADO)\Formulario de Rendición04-01-2023-165349.pdf,Formulario de Rendición04-01-2023-165349.pdf,.pdf,751.4,,"165349,60121",2,rendicion,60121,1
